% Model:              Xsource_ver8.mph
% Version:            COMSOL 4.3.2.189
% Date:               Jan 19 2015, 15:04
% Dimension:          1
% Nodes:              1000
% Expressions:        1
% Description:        Line graph
% E                       Height
6.540540540540541E9       2.651208704855528E-4
6.549549549549549E9       2.6952260167988464E-4
6.558558558558558E9       2.739860543548827E-4
6.567567567567568E9       2.785119235750723E-4
6.576576576576576E9       2.831009101016508E-4
6.585585585585586E9       2.8775372041805124E-4
6.594594594594595E9       2.9247106675546003E-4
6.603603603603603E9       2.97253667118299E-4
6.612612612612613E9       3.021022453096678E-4
6.621621621621622E9       3.070175309567351E-4
6.6306306306306305E9      3.1200025953609416E-4
6.63963963963964E9        3.1705117239907077E-4
6.648648648648648E9       3.2217101679698546E-4
6.657657657657658E9       3.2736054590637377E-4
6.666666666666667E9       3.326205188541524E-4
6.675675675675675E9       3.379517007427436E-4
6.684684684684685E9       3.433548626751526E-4
6.693693693693694E9       3.4883078177998635E-4
6.7027027027027025E9      3.543802412364332E-4
6.711711711711712E9       3.6000403029918604E-4
6.72072072072072E9        3.657029443233132E-4
6.72972972972973E9        3.7147778478907915E-4
6.738738738738739E9       3.7732935932671094E-4
6.747747747747747E9       3.8325848174110917E-4
6.756756756756757E9       3.892659720365101E-4
6.765765765765766E9       3.953526564410815E-4
6.774774774774775E9       4.0151936743147276E-4
6.783783783783784E9       4.07766943757303E-4
6.792792792792792E9       4.140962304655882E-4
6.801801801801802E9       4.205080789251207E-4
6.810810810810811E9       4.2700334685077235E-4
6.819819819819819E9       4.3358289832775394E-4
6.828828828828829E9       4.4024760383580634E-4
6.837837837837838E9       4.469983402733259E-4
6.846846846846847E9       4.538359909814368E-4
6.855855855855856E9       4.607614457679981E-4
6.864864864864865E9       4.6777560093153703E-4
6.873873873873874E9       4.748793592851301E-4
6.882882882882883E9       4.820736301802182E-4
6.8918918918918915E9      4.893593295303463E-4
6.900900900900901E9       4.967373798348439E-4
6.90990990990991E9        5.042087102024415E-4
6.918918918918919E9       5.117742563748072E-4
6.927927927927928E9       5.194349607500289E-4
6.936936936936937E9       5.271917724060172E-4
6.945945945945946E9       5.350456471238419E-4
6.954954954954955E9       5.429975474109996E-4
6.9639639639639635E9      5.510484425246057E-4
6.972972972972973E9       5.591993084945195E-4
6.981981981981982E9       5.674511281463915E-4
6.990990990990991E9       5.758048911246425E-4
7.0E9                     5.842615939153724E-4
7.009009009009009E9       5.928222398691751E-4
7.018018018018018E9       6.014878392239048E-4
7.027027027027027E9       6.102594091273528E-4
7.0360360360360365E9      6.191379736598426E-4
7.045045045045045E9       6.281245638567618E-4
7.054054054054054E9       6.372202177310092E-4
7.063063063063063E9       6.46425980295359E-4
7.072072072072072E9       6.557429035847608E-4
7.081081081081081E9       6.651720466785434E-4
7.09009009009009E9        6.747144757225532E-4
7.099099099099099E9       6.843712639512014E-4
7.1081081081081085E9      6.941434917094395E-4
7.117117117117117E9       7.040322464746428E-4
7.126126126126126E9       7.140386228784267E-4
7.135135135135135E9       7.241637227283608E-4
7.144144144144144E9       7.344086550296236E-4
7.153153153153153E9       7.447745360065474E-4
7.162162162162162E9       7.552624891241025E-4
7.171171171171171E9       7.658736451092836E-4
7.180180180180181E9       7.766091419724117E-4
7.189189189189189E9       7.874701250283566E-4
7.198198198198198E9       7.984577469176677E-4
7.207207207207208E9       8.095731676276199E-4
7.216216216216216E9       8.208175545131683E-4
7.225225225225225E9       8.321920823178251E-4
7.234234234234234E9       8.4369793319444E-4
7.243243243243243E9       8.553362967258931E-4
7.252252252252253E9       8.671083699457019E-4
7.261261261261261E9       8.790153573585332E-4
7.27027027027027E9        8.910584709606299E-4
7.27927927927928E9        9.032389302601459E-4
7.288288288288288E9       9.155579622973936E-4
7.2972972972972975E9      9.280168016649889E-4
7.306306306306306E9       9.406166905279162E-4
7.315315315315315E9       9.533588786435001E-4
7.324324324324325E9       9.662446233812717E-4
7.333333333333333E9       9.792751897427518E-4
7.342342342342342E9       9.924518503811586E-4
7.351351351351352E9       0.0010057758856209737
7.36036036036036E9        0.001019248583477466
7.3693693693693695E9      0.00103287123967608
7.378378378378378E9       0.0010466451576717647
7.387387387387387E9       0.0010605716486681736
7.396396396396397E9       0.0010746520316367888
7.405405405405405E9       0.0010888876333359481
7.414414414414414E9       0.0011032797883297628
7.423423423423424E9       0.001117829839006955
7.432432432432432E9       0.0011325391355995825
7.441441441441442E9       0.0011474090362016836
7.450450450450451E9       0.001162440906787798
7.459459459459459E9       0.0011776361212314126
7.468468468468469E9       0.0011929960613233067
7.477477477477477E9       0.0012085221167897748
7.486486486486486E9       0.001224215685310786
7.495495495495496E9       0.0012400781725380072
7.504504504504504E9       0.0012561109921127495
7.513513513513514E9       0.0012723155656838184
7.522522522522523E9       0.0012886933229252352
7.531531531531531E9       0.0013052457015538864
7.540540540540541E9       0.0013219741473470597
7.549549549549549E9       0.0013388801141598692
7.558558558558558E9       0.0013559650639426088
7.567567567567568E9       0.0013732304667579624
7.576576576576576E9       0.0013906778007981367
7.585585585585586E9       0.001408308552401906
7.594594594594595E9       0.001426124216071509
7.603603603603603E9       0.0014441262944894773
7.612612612612613E9       0.0014623162985353674
7.621621621621622E9       0.0014806957473023437
7.6306306306306305E9      0.0014992661681137126
7.63963963963964E9        0.0015180290965393184
7.648648648648648E9       0.0015369860764118358
7.657657657657658E9       0.0015561386598429686
7.666666666666667E9       0.0015754884072395512
7.675675675675675E9       0.001595036887319507
7.684684684684685E9       0.0016147856771277706
7.693693693693694E9       0.0016347363620520029
7.7027027027027025E9      0.0016548905358383162
7.711711711711712E9       0.0016752498006068028
7.72072072072072E9        0.0016958157668669996
7.72972972972973E9        0.0017165900535332417
7.738738738738739E9       0.0017375742879399013
7.747747747747747E9       0.0017587701058565152
7.756756756756757E9       0.001780179151502833
7.765765765765766E9       0.0018018030775637283
7.774774774774775E9       0.0018236435452040072
7.783783783783784E9       0.0018457022240831336
7.792792792792792E9       0.0018679807923698121
7.801801801801802E9       0.0018904809367564883
7.810810810810811E9       0.0019132043524737292
7.819819819819819E9       0.001936152743304505
7.828828828828829E9       0.0019593278215983626
7.837837837837838E9       0.0019827313082854603
7.846846846846847E9       0.002006364932890548
7.855855855855856E9       0.002030230433546795
7.864864864864865E9       0.002054329557009528
7.873873873873874E9       0.002078664058669858
7.882882882882883E9       0.0021032357025681865
7.8918918918918915E9      0.002128046261407627
7.900900900900901E9       0.0021530975165673033
7.90990990990991E9        0.002178391258115531
7.918918918918919E9       0.0022039292848228926
7.927927927927928E9       0.0022297134041752197
7.936936936936937E9       0.0022557454323864504
7.945945945945946E9       0.002282027194411375
7.954954954954955E9       0.0023085605239583
7.9639639639639635E9      0.0023353472635015433
7.972972972972973E9       0.002362389264293884
7.981981981981982E9       0.0023896883863788686
7.990990990990991E9       0.002417246498603007
8.0E9                     0.0024450654786278897
8.009009009009009E9       0.0024731472129421303
8.018018018018018E9       0.0025014935968732696
8.027027027027027E9       0.0025301065345995333
8.0360360360360365E9      0.002558987939161471
8.045045045045045E9       0.0025881397324735065
8.054054054054054E9       0.0026175638453353857
8.063063063063063E9       0.0026472622174434713
8.072072072072072E9       0.0026772367974019695
8.081081081081081E9       0.002707489542734034
8.09009009009009E9        0.002738022419892744
8.099099099099099E9       0.0027688374042720027
8.1081081081081085E9      0.002799936480217297
8.117117117117117E9       0.0028313216410363576
8.126126126126126E9       0.0028629948890097137
8.135135135135135E9       0.002894958235401128
8.144144144144144E9       0.0029272137004679307
8.153153153153153E9       0.002959763313471246
8.162162162162162E9       0.002992609112686074
8.171171171171171E9       0.0030257531454113205
8.180180180180181E9       0.0030591974679796676
8.189189189189189E9       0.0030929441457673585
8.198198198198198E9       0.0031269952532038746
8.207207207207208E9       0.003161352873781477
8.216216216216216E9       0.0031960191000646385
8.225225225225225E9       0.0032309960336994476
8.234234234234234E9       0.0032662857854227666
8.243243243243243E9       0.0033018904750713816
8.252252252252253E9       0.003337812231591006
8.261261261261261E9       0.0033740531930451768
8.27027027027027E9        0.0034106155066240566
8.27927927927928E9        0.003447501328653093
8.288288288288288E9       0.0034847128246015945
8.2972972972972975E9      0.0035222521690911972
8.306306306306306E9       0.0035601215459042015
8.315315315315315E9       0.0035983231479918415
8.324324324324325E9       0.003636859177482375
8.333333333333333E9       0.003675731845689136
8.342342342342342E9       0.0037149433731184394
8.351351351351352E9       0.0037544959894773877
8.36036036036036E9        0.003794391933681547
8.3693693693693695E9      0.0038346334538625747
8.378378378378378E9       0.003875222807375649
8.387387387387387E9       0.003916162260806877
8.396396396396397E9       0.003957454089980524
8.405405405405405E9       0.003999100579966168
8.414414414414414E9       0.00404110402508579
8.423423423423424E9       0.004083466728920633
8.432432432432432E9       0.004126191004318086
8.441441441441442E9       0.004169279173398383
8.450450450450451E9       0.004212733567561203
8.459459459459459E9       0.004256556527492195
8.468468468468469E9       0.004300750403169368
8.477477477477477E9       0.0043453175538693605
8.486486486486486E9       0.004390260348173641
8.495495495495496E9       0.004435581163974568
8.504504504504504E9       0.004481282388481363
8.513513513513514E9       0.004527366418225977
8.522522522522523E9       0.004573835659068827
8.531531531531531E9       0.00462069252620444
8.540540540540541E9       0.004667939444167014
8.549549549549549E9       0.004715578846835821
8.558558558558558E9       0.004763613177440574
8.567567567567568E9       0.004812044888566603
8.576576576576576E9       0.0048608764421599684
8.585585585585586E9       0.004910110309532533
8.594594594594595E9       0.004959748971366802
8.603603603603603E9       0.005009794917720723
8.612612612612614E9       0.005060250648032423
8.621621621621622E9       0.00511111867112475
8.63063063063063E9        0.0051624015052097695
8.63963963963964E9        0.005214101677893174
8.648648648648647E9       0.005266221726178467
8.657657657657658E9       0.0053187641964712925
8.666666666666668E9       0.0053717316445833
8.675675675675674E9       0.005425126635736244
8.684684684684685E9       0.005478951744565818
8.693693693693695E9       0.005533209555125374
8.702702702702702E9       0.005587902660889555
8.711711711711712E9       0.005643033664757958
8.72072072072072E9        0.005698605179058403
8.729729729729729E9       0.005754619825550444
8.738738738738739E9       0.005811080235428477
8.747747747747747E9       0.0058679890493249474
8.756756756756756E9       0.005925348917313344
8.765765765765766E9       0.005983162498911207
8.774774774774775E9       0.0060414324630828084
8.783783783783783E9       0.006100161488242057
8.792792792792793E9       0.006159352262254998
8.801801801801802E9       0.006219007482442386
8.81081081081081E9        0.0062791298555821004
8.81981981981982E9        0.006339722097911508
8.828828828828829E9       0.006400786935129581
8.837837837837837E9       0.006462327102399176
8.846846846846848E9       0.006524345344348918
8.855855855855856E9       0.006586844415075182
8.864864864864864E9       0.006649827078143924
8.873873873873875E9       0.006713296106592415
8.882882882882883E9       0.006777254282930789
8.891891891891891E9       0.0068417043991436935
8.900900900900902E9       0.006906649256691616
8.90990990990991E9        0.006972091666512221
8.918918918918919E9       0.007038034449021645
8.927927927927929E9       0.007104480434115636
8.936936936936937E9       0.00717143246117045
8.945945945945946E9       0.007238893379043932
8.954954954954956E9       0.007306866046076349
8.963963963963963E9       0.007375353330091005
8.972972972972973E9       0.0074443581083950975
8.981981981981983E9       0.007513883267780055
8.99099099099099E9        0.007583931704522107
9.0E9                     0.007654506324382669
9.00900900900901E9        0.007725610042608543
9.018018018018017E9       0.007797245783932035
9.027027027027027E9       0.007869416482571225
9.036036036036037E9       0.007942125082229716
9.045045045045044E9       0.00801537453609663
9.054054054054054E9       0.008089167806846454
9.063063063063063E9       0.008163507866638577
9.072072072072071E9       0.008238397697117036
9.081081081081081E9       0.008313840289409983
9.09009009009009E9        0.008389838644129007
9.099099099099098E9       0.008466395771368616
9.108108108108109E9       0.008543514690705347
9.117117117117117E9       0.008621198431196936
9.126126126126125E9       0.00869945003138136
9.135135135135136E9       0.00877827253927584
9.144144144144144E9       0.008857669012375568
9.153153153153152E9       0.008937642517652637
9.162162162162163E9       0.009018196131554624
9.171171171171171E9       0.009099332940003172
9.18018018018018E9        0.009181056038392529
9.18918918918919E9        0.00926336853158799
9.198198198198198E9       0.009346273533924044
9.207207207207207E9       0.009429774169202843
9.216216216216217E9       0.009513873570692135
9.225225225225225E9       0.009598574881123405
9.234234234234234E9       0.009683881252689833
9.243243243243244E9       0.009769795847044165
9.252252252252253E9       0.009856321835296441
9.261261261261261E9       0.00994346239801178
9.270270270270271E9       0.010031220725207929
9.27927927927928E9        0.010119600016352736
9.288288288288288E9       0.01020860348036171
9.297297297297298E9       0.010298234335595308
9.306306306306305E9       0.010388495809856072
9.315315315315315E9       0.010479391140386075
9.324324324324326E9       0.010570923573863716
9.333333333333332E9       0.010663096366400854
9.342342342342342E9       0.010755912783539864
9.351351351351353E9       0.010849376100250148
9.36036036036036E9        0.010943489600925158
9.36936936936937E9        0.011038256579378961
9.378378378378378E9       0.011133680338842801
9.387387387387386E9       0.011229764191961589
9.396396396396397E9       0.011326511460790403
9.405405405405405E9       0.011423925476790631
9.414414414414413E9       0.01152200958082646
9.423423423423424E9       0.011620767123160841
9.432432432432432E9       0.011720201463451646
9.44144144144144E9        0.011820315970747642
9.45045045045045E9        0.011921114023484532
9.45945945945946E9        0.012022599009480493
9.468468468468468E9       0.012124774325932309
9.477477477477478E9       0.01222764337941075
9.486486486486486E9       0.012331209585856286
9.495495495495495E9       0.012435476370574594
9.504504504504505E9       0.012540447168232008
9.513513513513514E9       0.01264612542285077
9.522522522522522E9       0.012752514587804485
9.531531531531532E9       0.012859618125813113
9.54054054054054E9        0.012967439508938252
9.54954954954955E9        0.013075982218578058
9.55855855855856E9        0.013185249745462323
9.567567567567568E9       0.013295245589647222
9.576576576576576E9       0.013405973260510228
9.585585585585587E9       0.013517436276744819
9.594594594594595E9       0.013629638166355049
9.603603603603603E9       0.013742582466650234
9.612612612612612E9       0.013856272724239425
9.621621621621622E9       0.013970712495025796
9.63063063063063E9        0.014085905344200948
9.639639639639639E9       0.014201854846239304
9.64864864864865E9        0.01431856458489231
9.657657657657658E9       0.014436038153182349
9.666666666666666E9       0.014554279153397012
9.675675675675676E9       0.014673291197083075
9.684684684684685E9       0.014793077905040163
9.693693693693693E9       0.014913642907314907
9.702702702702703E9       0.015034989843194454
9.711711711711712E9       0.015157122361200238
9.72072072072072E9        0.015280044119081557
9.72972972972973E9        0.015403758783809306
9.738738738738739E9       0.015528270031569034
9.747747747747747E9       0.01565358154775482
9.756756756756756E9       0.01577969702696221
9.765765765765766E9       0.015906620172981754
9.774774774774775E9       0.01603435469879195
9.783783783783783E9       0.016162904326552582
9.792792792792793E9       0.01629227278759762
9.801801801801802E9       0.01642246382242821
9.81081081081081E9        0.016553481180705643
9.81981981981982E9        0.016685328621244215
9.828828828828829E9       0.016818009912003787
9.837837837837837E9       0.016951528830082788
9.846846846846848E9       0.017085889161710666
9.855855855855856E9       0.01722109470224043
9.864864864864864E9       0.01735714925614125
9.873873873873875E9       0.017494056636990926
9.882882882882883E9       0.01763182066746801
9.891891891891891E9       0.017770445179344445
9.900900900900902E9       0.017909934013477527
9.90990990990991E9        0.01805029101980217
9.918918918918919E9       0.01819152005732306
9.927927927927927E9       0.018333624994106644
9.936936936936937E9       0.0184766097072731
9.945945945945946E9       0.018620478082988227
9.954954954954954E9       0.01876523401645529
9.963963963963964E9       0.018910881411907013
9.972972972972973E9       0.019057424182596795
9.981981981981981E9       0.01920486625079101
9.990990990990992E9       0.019353211547760134
1.0E10                    0.019502464013770253
